,url_host_name,sample_path,Month
219,www.asia-studies.com,/asia/ADB/2020/adb-brief-128-economic-impact-covid19-developing-asia.pdf,October
220,www.asia-studies.com,/asia/ADB/2020/adb-brief-133-updated-economic-impact-covid-19.pdf,October
221,soflobusinesscouncil.com,/back-to-business%E2%80%93economic-impacts-of-the-covid-19-pandemic.php,October
222,www.oecd-forum.org,/badges/634-new-societal-contract/posts/minimising-the-health-social-and-economic-impact-of-the-covid-19-crisis-co-ordination-across-levels-of-government-is-key-d85db3bc-032d-4aa5-b6c3-ab92989d4f7e,September
223,conexaoguarulhos.com.br,/barometros-economicos-globais-aumenta-o-impacto-do-covid-19-na-economia-internacional/,August
224,joekennedy.biz,/bellevue-business-journal/disaster-assistance-now-available-to-all-washington-small-businesses-economically-impacted-by-covid-19/2020/03/23/,March
225,www.wolftheiss.com,/bg/knowledge/detail/serbia-government-measures-to-alleviate-the-economic-impact-of-the-covid-19-outbreak/,October
226,www.wolftheiss.com,/bg/knowledge/detail/serbia-new-state-support-measures-to-alleviate-the-economic-impact-of-the-covid-19-outbreak/,October
227,www.pulselive.co.ke,/bi/finance/imf-says-africa-still-needs-dollar110bn-to-deal-with-the-economic-impact-of-covid-19/'+(a.clickInstruction%7C%7Cr)+',September
228,www.pulselive.co.ke,/bi/finance/imf-says-africa-still-needs-dollar110bn-to-deal-with-the-economic-impact-of-covid-19/'+h.getWhitelistLink()+',September
229,www.ips.lk,/bilesha-weeraratne-discusses-economic-impact-of-covid-19-on-sri-lanka-2/,July
230,treybournewealth.com,/blog-master/economic-impact-of-covid-19-3-next-steps-for-those-struggling-financially,May
231,www.afmedios.com,/blog/2020/02/14/covid-19-ha-generado-impactos-economicos-y-turisticos-oaci/,February
232,www.rms.com,/blog/2020/02/24/economic-impact-of-covid-19-will-be-far-worse-than-sars/,July
233,housedemocrats.wa.gov,/blog/2020/04/03/dem-budget-leaders-support-reductions-to-address-economic-impacts-of-covid-19/,July
234,www.cipe.org,/blog/2020/04/28/democracy-that-delivers-199-economic-impact-of-covid-19-on-bangladeshs-economy/,November
235,www.lawzebra.com,/blog/2020/november/economic-impact-of-covid-19-on-consumer-credit/,November
236,www.brookings.edu,/blog/africa-in-focus/2020/04/16/figures-of-the-week-the-macroeconomic-impact-of-covid-19-in-africa/,July
237,www.ictd.ac,/blog/africa-tax-cope-economic-impacts-covid-19-coronavirus/,May
238,moneycoachescanada.ca,/blog/canadas-covid-19-economic-response-plan/,March
239,www.brpg-inc.com,/blog/covid-economic-update-fed-chairman-says-recovery-will-take-years,October
240,www.hamiltonproject.org,/blog/covid_19_and_the_u.s_economy_faq_on_the_economic_impact_policy_response,May
241,www.cgdev.org,/blog/economic-impact-covid-19-africa-weeks-latest-analysis,May
242,www.cgdev.org,/blog/economic-impact-covid-19-around-world-remittances-updated-growth-and-poverty-projections-and,May
243,www.cgdev.org,/blog/economic-impact-covid-19-around-world-round-most-recent-analysis,May
244,ablewealth.co,/blog/economic-impact-of-covid-19-3-next-steps-for-those-struggling-financially,May
245,www.brookings.edu,/blog/future-development/2020/04/20/a-policy-framework-for-mitigating-the-economic-impact-of-covid-19/,July
246,www.ratesupermarket.ca,/blog/government-extends-tax-deadline-in-covid-19-economic-response-plan,March
247,ncbaclusa.coop,/blog/help-co-ops-weather-the-economic-impact-of-covid-19-with-a-donation-to-the-disaster-recovery-fund/,July
248,www.hrc.org,/blog/hrc-and-psb-research-release-data-on-economic-impact-of-covid-19-on-lgbtq,September
249,www.hrc.org,/blog/hrc-and-psb-research-release-data-on-the-economic-impact-of-covid-19-LGBTQ,September
250,www.hrc.org,/blog/hrc-psb-research-release-data-on-disproportionate-economic-impact-of-covid,September
251,www.innowatts.com,/blog/innowatts-reveals-economic-impact-covid-19-crisis/,May
252,www.vancouvereconomic.com,/blog/news/covid-19-economic-impact/,May
253,www.tofler.in,/blog/newsletter/how-can-businesses-deal-with-the-economic-impact-of-covid-19/,October
254,www.cgdev.org,/blog/the-economic-impact-covid-19-asia-and-pacific-round-up-analysis-past-week,May
255,gotclearskin.com,/blogs/covid-19-news/tagged/economic-impact,May
256,activerain.com,/blogsview/5481356/covid19-and-economic-slowdown--what-the-experts-are-saying,March
257,activerain.com,/blogsview/5482201/us-senate-passes--2-trillion-covid-19-economic-relief,March
258,www.bonoycastillo.com,/bono-y-castillo/2020/03/30/decreto_ley_12020_marzo_del_consell_medidas_urgentes_apoyo_economico_financiero_las_personas_trabajadoras_autonomas_caracter_tributario_simplificacion_administrativa_para_hacer_frente_impacto_covid_19_docv_marzo_2020,July
259,esacentral.org.au,/book-event/42629/the-economic-impact-of-the-covid-19-epidemic-online-only,July
260,www.sundaystandard.info,/botswanas-response-to-covid-19-economic-impact-the-opportunity-to-do-more/,October
261,theindependent.sg,/bright-future-for-asia-post-covid-19-a-new-economic-order-predicted/embed/,October
262,apps.treasury.act.gov.au,/budget/covid-19-economic-survival-package2/local-business-and-industry,July
263,www.anchoragepress.com,/bulletin/the-wave-food-program-delivers-economic-and-food-relief-to-communities-impacted-by-covid-19/article_0d214ad2-d1e2-11ea-b941-e7c4f2ec15bf.html,September
264,squamish.ca,/business-and-development/economic-development/covid-19-business-resources,March
265,smithshearer.com.au,/business-client-features/coronavirus-covid-19-further-economic-plan-announced-by-the-prime-minister,July
266,greecenewsny.com,/business/2020-03-23/sba-offers-disaster-assistance-to-ny-small-businesses-economically-impacted-by-covid-19/,March
267,www.johnsoncitypress.com,/business/2020/03/22/region-braces-for-economic-impact-of-covid-19.html,October
268,www.montereyparkpress.com,/business/assistance-offered-to-small-businesses-economically-impacted-by-covid-19/,May
269,m.telegraphindia.com,/business/covid-19-economic-package-free-food-grain-for-migrants-rental-housing-option-for-middle-class/cid/1772985,July
270,m.telegraphindia.com,/business/covid-19-economic-package-second-day-of-nirmala-sitharaman-briefing-one-nation-one-ration-card-free-food-grains-for-migrants-for-next-two-months/cid/1772964,July
271,brucecounty.on.ca,/business/economic-development-covid-19-resources,March
272,www.petawawa.ca,/business/economic-development/business-supports-for-sme-impacted-by-covid-19/ontario-small-business-recovery-resources-5973.html,October
273,www.petawawa.ca,/business/economic-development/business-supports-for-sme-s-impacted-by-covid-19/,March
274,www.growcedarvalley.com,/business/economic-development/covid19-update/,March
275,www.dailytelegraph.com.au,/business/economy/rba-warns-fiscal-support-needed-to-limit-economic-impacts-of-covid19/news-story/81354579768eab9db0fe3d12c57ba30e,November
276,www.finchannel.com,/business/finance/77847-486-million-in-world-bank-financing-for-europe-and-central-asia-countries-to-address-health-economic-impacts-of-covid-19,September
277,www.alaskahighwaynews.ca,/business/fort-st-john-chamber-monitoring-local-economic-impacts-of-covid-19-1.24098504,July
278,www.thehawk.in,/business/indias-gdp-for-fy21-projected-at-48-covid19-to-have-adverse-economic-impact-globally-un-report-137259,May
279,www.thetelegram.com,/business/local-business/st-johns-and-metro-area-businesses-feeling-economic-impact-of-covid-19-425650/,September
280,www.graburdeals.com,/business/what-will-be-the-global-economic-impact-due-to-covid-19/,May
281,www.townsvillebulletin.com.au,/business/whos-getting-julys-750-covid19-economic-support-payment/news-story/a3c2e6c069422f4569912ae1ee679a90,July
282,panoramahispanonews.com,/businesses-feel-deep-economic-impact-from-covid-19/,May
283,www.rbcwealthmanagement.com,/ca/en/cmp/understanding-the-economic-impact-of-covid-19,May
284,www.dondavies.ca,/canada_s_covid_19_economic_response_plan,March
285,www.mprandyhoback.ca,/canadas-covid-19-economic-response-plan/,March
286,www.elcomercio.com,/cartas/opinion-cartas-recesion-economica-covid19.html,March
287,www.acae-casa.com,/casa_supports_governments_covid19_economic_response,March
288,www.culturebanx.com,/cbx-daily/2020/3/17/the-economic-impact-of-covid-19-will-hit-minorities-the-hardest,September
289,www.oecd-forum.org,/channels/791-inclusive-growth/posts/minimising-the-health-social-and-economic-impact-of-the-covid-19-crisis-co-ordination-across-levels-of-government-is-key-d85db3bc-032d-4aa5-b6c3-ab92989d4f7e,September
290,diarioacayucan.com,/china-evita-fijar-meta-de-crecimiento-economico-anual-por-impacto-del-covid-19/,May
291,ciudadesiberoamericanas.org,/ciudad-de-madrid-analisis-socioeconomico-del-impacto-del-confinamiento-por-la-crisis-covid19/,October
292,astrellis.com,/clinicaltrial/11224/covidcovid19covid-19coronaviruseconomichealthcorona-help-measure-the-health-and-economic-impacts-of-covid-19-join-the-covid-19-registry/,November
293,joinsapha.org,/community-guide/economic-and-social-impacts-of-the-covid-19-pandemic-on-south-asians-in-the-u-s/,November
294,carling.ca,/component/content/article/30-general-info/1252-canadas-covid-19-economic-response-plan-support-for-canadians-a-businesses-,March
295,www.ekaenlinea.com,/con-esta-politica-el-bccr-busca-mitigar-impacto-economico-del-covid-19/,March
296,lauranyro.net,/consumer-confidence-slips-amid-job-losses-covid-19-economic-fallout-further-nosedive-likely.html,October
297,environmentportal.in,/content/467015/the-economic-impact-of-the-covid-19-outbreak-on-developing-asia/,May
298,www.environmentportal.in,/content/467229/shared-responsibility-global-solidarity-responding-to-the-socio-economic-impacts-of-covid-19/,May
299,www.business.att.com,/content/attbusiness/en/learn/tech-advice/economic-impact-of-covid-19-and-how-tech-can-help.html,July
300,yaleglobal.yale.edu,/content/economic-impacts-covid-19,October
301,gna.news,/content/n-korean-escapee-says-nation-facing-covid-epidemic-economic-meltdown-and-famine,October
302,www.angelo.edu,/content/news/17830-economic-impact-of-covid-19,March
303,www.pg.undp.org,/content/papua_new_guinea/en/home/library/socio-economic-impact-assessment-of-covid-19-on-papua-new-guinea,November
304,www.za.undp.org,/content/south_africa/en/home/library/socio-economic-impact-of-covid-19-on-south-africa,September
305,www.asia-pacific.undp.org,/content/undp/en/home/stories/social-and-economic-impact-of-covid-19-in-asia-pacific.html,September
306,claudepeppercenter.fsu.edu,/coronavirus-covid-19-and-you/the-economic-impact-of-covid-19/claudepeppercenter.fsu.edu/,July
307,claudepeppercenter.fsu.edu,/coronavirus-covid-19-and-you/the-economical-impact-of-covid-19/,July
308,www.metrojornal.com.br,/coronavirus-covid-19/2020/04/19/skincare-produtos-economicos-para-dar-um-na-sua-rotina-de-beleza.html,October
309,leaddigital.blog,/coronavirus-economic-impact-market-winners-and-losers-of-covid-19/,November
310,www.loopvanuatu.com,/coronavirus/un-sg-launches-plan-address-potentially-devastating-socio-economic-impacts-covid-19,May
311,indigenoustourism.ca,/corporate/itac-and-conference-board-of-canada-to-conduct-survey-on-economic-impact-of-covid-19/,October
312,www.fitchsolutions.com,/country-risk-sovereigns/economics/cambodian-economy-reel-under-impact-covid-19-pandemic-07-04-2020,May
313,www.fitchsolutions.com,/country-risk-sovereigns/economics/covid-19-fears-temporarily-supersede-fiscal-deficit-concern-23-03-2020,March
314,www.fitchsolutions.com,/country-risk-sovereigns/economics/covid-19-will-push-emerging-market-growth-close-2009-levels-23-03-2020,March
315,centrodeinformes.com.ar,/covid-19-43-de-los-argentinos-cree-que-tendra-un-perjuicio-economico-moderado/,March
316,www.remplan.com.au,/covid-19-australian-business-economic-impact-study,July
317,www.remplan.com.au,/covid-19-australian-business-economic-impact-study/,July
318,abogadoslowcostag.com,/covid-19-consecuencias-economicas/,March
319,gravyanalytics.com,/covid-19-economic-activity-category/,October
320,sme.asia,/covid-19-economic-impact-could-reach-8-8-trillion-globally/,May
321,gentrycpa.com,/covid-19-economic-impact-payments-for-beneficiaries/,May
322,willbrownsberger.com,/covid-19-economic-impact-payments/,May
323,gtm.com,/covid-19-economic-impact-survey/,May
324,covidlive.info,/covid-19-economic-impact/coronavirus-covid-19-economic-aspects-and-response-on-india/1317/,November
325,covidlive.info,/covid-19-economic-impact/covid-19-effect-us-crude-oil-crashes-below-0-making-history/4165/,November
326,covidlive.info,/covid-19-economic-impact/impact-of-covid-19-pandemic-on-cash-flow-of-indian-economy/2725/,November
327,covidlive.info,/covid-19-economic-impact/is-covid-19-turning-out-to-be-a-rich-mens-disease/3443/,November
328,chinburg.com,/covid-19-economic-relief/,March
329,connolecarlisle.com.au,/covid-19-economic-stimulus-package-what-is-it-and-how-will-it-impact-you/,May
330,blog.invesco.ca,/covid-19-economic-stimulus-package/,March
331,insidearewa.com.ng,/covid-19-fec-approves-n2-3trn-economic-stimulus-package/,October
332,disruptive.asia,/covid-19-future-massive-social-and-economic-experiment/,March
333,www.oceanpark.co.za,/covid-19-information/imf-world-economic-outlook-apr2020/,October
334,gyta.com,/covid-19-information/summer-economic-package/,October
335,arizonarealestatenotebook.com,/covid-19-mask-moratoriums-mask-economic-impacts-of-covid-19-on-housing-market-2020/,September
336,texasmetronews.com,/covid-19-news/sba-offers-disaster-assistance-to-texas-small-businesses-non-profits-economically-impacted-by-the-coronavirus-covid-19/,November
337,www.voanews.com,/covid-19-pandemic/economic-sanctions-threaten-mass-hunger-during-covid-19-norwegian-refugee-council,October
338,www.sonar-global.eu,/covid-19-projects/economic-risks-from-covid-19-in-pacific-island-countries/data-protection-privacy-rules/,October
339,shipsandports.com.ng,/covid-19-reps-read-pass-economic-stimulus-bill-in-one-hour/,October
340,maraba.pa.gov.br,/covid-19-seaspac-solicita-apoio-da-populacao-para-os-mais-vulneraveis-economicamente/,March
341,philadelphiafed.org,/covid-19/covid-19-research/tracking-economic-impacts-of-the-covid-19-outbreak,September
342,www.kxnet.com,/covid-19/economic-impact-from-covid-19-could-be-long-lasting/,October
343,cahs-acss.ca,/covid-19/economic-stimulus-resources/,March
344,www.provincia.matera.it,/covid-19/item/1719-un-piano-socio-economico-volto-al-sostegno-del-comparto-artigianale-e-commerciale-delle-piccole-e-medie-imprese-e-dei-professionisti-con-partita-iva-covid19,October
345,www.gpltax.com,/covid-19/why-the-economic-impact-payment-amount-could-be-different-than-anticipated/,May
346,www.valledaostanotizie.it,/covid-crisi-misure-economiche-dalla-regione/2020/06/07/95368/,September
347,www.jamescumming.ca,/covid_19_economic_updates_march_18,March
348,www.thefis.org,/cpa-uk-economic-and-construction-impacts-from-covid-19-coronavirus-190320-1/,July
349,www0.sun.ac.za,/cst/news/covid-19-economic-impact-on-east-and-southern-africa/,May
350,cut.cl,/cutchile/2020/03/20/covid-19-cut-sobre-el-plan-de-emergencia-economica-del-gobierno-advierte-falta-de-claridad-para-proteger-los-empleos-y-salarios/,March
351,www.wonolo.com,/data-report-covid-19-economic-fallout-weighs-heavily-on-blue-collar-gig-workers,July
352,www.agorize.com,/de/challenges/nowcasting-the-economic-impact-of-covid-19,November
353,www.agorize.com,/de/challenges/nowcasting-the-economic-impact-of-covid-19/teams,November
354,multimedia.europarl.europa.eu,/de/eu-measures-to-mitigate-social-and-economic-impact-of-covid-19-extracts-from-the-debate_I197684-V_v,October
355,gabb.org,/dealing-with-covid-19s-economic-impact-planning-and-communication-are-key/,May
356,www.broadbentinstitute.ca,/dealing_with_the_economic_impacts_of_covid_19,March
357,lagrupera931.com,/demanda-el-prd-a-la-federacion-programa-economico-que-mitigue-efectos-del-covid-19/,March
358,www.migalhas.com.br,/depeso/322475/covid-19--reflexoes-economico-tributarias-em-meio-a-pandemia,October
359,www.migalhas.com.br,/depeso/322716/covid-19-e-os-impactos-economicos-na-esfera-empresarial,October
360,aronsonllc.com,/do-i-need-to-change-my-provisional-rates-for-the-economic-impacts-of-covid-19/,May
361,omnibridgeway.com,/docs/default-source/default-document-library/economic-impact-of-covid-19-and-monetising-legal-assets.pdf,October
362,childcarecanada.org,/documents/child-care-news/20/08/economic-impact-covid-19-has-disproportionately-hit-women,October
363,childcarecanada.org,/documents/child-care-news/20/09/child-care-key-womens-recovery-economic-impacts-covid-19-report,October
364,www.theelephant.info,/documents/knbs-survey-on-socio-economic-impact-of-covid-19-on-households-report/,May
365,www.tralac.org,/documents/resources/covid-19/3248-africas-pulse-assessing-the-economic-impact-of-covid-19-and-policy-responses-in-sub-saharan-africa-world-bank-april-2020.html,July
366,www.tralac.org,/documents/resources/covid-19/3470-shared-responsibility-global-solidarity-responding-to-the-socio-economic-impacts-of-covid-19-march-2020.html,July
367,www.tralac.org,/documents/resources/covid-19/3988-the-economic-impact-of-covid-19-on-women-wto-information-note-3-august-2020.html,September
368,www.tralac.org,/documents/resources/covid-19/regional/4087-unconventional-monetary-policy-tools-deployed-to-address-the-socioeconomic-impact-of-covid-19-comesa-special-report-september-2020.html,September
369,txylo.com,/dtx/san-antonio-financial-and-housing-recovery-center-to-help-households-recovering-from-economic-impacts-of-covid-19-txylo-10079474/,September
370,connect.wri.org,/e/120942/economic-impact-of-covid19-pdf/4rgndn/997979729,October
371,www.sknis.kn,/eccb-governor-in-discussing-economic-impact-of-covid-19-on-the-eastern-caribbean-currency-union-st-kitts-nevis-has-more-buffers-than-most,September
372,www.sknis.kn,/eccb-governor-in-discussing-economic-impact-of-covid-19-on-the-eastern-caribbean-currency-union-st-kitts-nevis-has-more-buffers-than-most/,November
373,www.actuview.com,/economic-and-behavioral-impacts-of-covid-19-a-south-african-perspective_e50093082.html,November
374,www.cityoftulsa.org,/economic-development/support-and-services/guide-to-doing-business-in-tulsa/construction-project-impacts-in-covid-19/,November
375,anacgabon.org,/economic-impact-assessment-of-covid-19-on-the-airport-business.html,September
376,www.writersunion.ca,/economic-impact-covid-19,May
377,beinglibertarian.com,/economic-impact-of-covid-19-freedom-philosophy/,October
378,www.spiritedbiz.com,/economic-impact-of-covid-19-new-report-from-sonoma-state-university-shows-9-6-billion-loss-to-ca-economy-from-wine-industry-decline/,July
379,www.slideteam.net,/economic-impact-of-covid-19-on-different-sectors-of-india-contd.html,November
380,www.euromesco.net,/economic-impact-of-covid-19-powerful-shock-to-post-reform-egypt/,July
381,oakvillenews.org,/economic-impact-of-covid-19-stephen-crawford/,September
382,xn--l3cz3ajb3d4g.com,/economic-impact-of-covid-19-tdri-eis-12-may-2020,September
383,advocacy.caionline.org,/economic-impact-of-covid-19/,August
384,realgist.xyz,/economic-impact-of-covid19-to-the-world-and-nigeria-especially,November
385,www.it360news.com,/economic-impact-of-the-covid-19-global-smart-augmented-reality-glasses-market-report-top-companies-like-castar-epson-googlex-sony-microsoft-scientect/,September
386,csg-erc.org,/economic-impacts-of-covid-19-on-the-agriculture-and-rural-sectors/,July
387,medlancr.com,/economic-outlook-frontier-markets-yet-to-feel-impact-of-covid-19-commodity-markets-could-see-long-term-changes/,October
388,ohrh.law.ox.ac.uk,/economic-relief-must-consider-the-disproportionate-impact-of-covid-19-on-historically-disadvantaged/oxfordhumanrightshub@law.ox.ac.uk,July
389,www.dixcart.com,/economic-substance-requirements-and-the-impact-of-covid-19/,October
390,dcapartners.com,/economic-update-likely-impact-of-covid-19-on-the-local-economy/,July
391,mediafax.ro,/economic/agentia-moody-s-retrogradeaza-marea-britanie-pe-fondul-impactului-economic-al-covid-19-si-al-brexit-19674936,October
392,www.obiectivdesuceava.ro,/economic/raport-devastator-al-comisiei-europene-despre-impactul-devastator-al-covid-19-asupra-europei-soc-economic-major/,August
393,lasverdades.net,/economicas/la-fao-apuesta-a-la-digitalizacion-para-mitigar-impactos-del-covid-19-en-sistemas-alimentarios/,October
394,lasverdades.net,/economicas/un-85-de-empresas-sintio-impacto-del-covid-en-ventas/,October
395,hippocratichustle.com,/economics-of-covid-19-episode-1-with-sarah-catherine-gutierrez/,March
396,hippocratichustle.com,/economics-of-covid-19-episode-2-with-sarah-catherine-gutierrez/,March
397,www.thailand-business-news.com,/economics/79869-the-impact-of-covid-19-on-thailands-economy.html,October
398,rsmus.com,/economics/coronavirus-resource-center/assessing-the-impact-of-covid-19-pandemic-on-investment-valuatio.html,July
399,www.sheffield.ac.uk,/economics/research/public-policy/impact-health-work/health-work-and-covid-19,October
400,www.bcrea.bc.ca,/economics/sketching-out-the-potential-impact-of-covid-19-on-the-bc-housing-market/,March
401,trends.levif.be,/economie/politique-economique/coronaeconomics-quels-impacts-economiques-du-covid-19-en-belgique-et-dans-le-monde-video/article-normal-1269019.html,May
402,tiempo.hn,/economista-de-no-frenar-brote-covid-19-honduras-recesion-economica/,July
403,theamazonpost.com,/ecuadorian-president-unveils-steps-to-cushion-economic-impact-of-covid-19-xinhua/,May
404,elperiodico.com.gt,/editorial-de-hoy/2020/04/10/entendiendo-principios-economicos-para-enfrentar-el-impacto-economico-del-covid-19-parte-2/,November
405,diariocristal.com,/educacion/demandan-del-cdp-empoderarse-ante-crisis-sanitaria-y-economica-por-impacto-negativo-del-covid-19-en-los-periodistas/,May
406,www.villadeiscar.es,/el-gobierno-moviliza-18-225-millones-de-euros-en-un-plan-de-medidas-economicas-para-mitigar-el-impacto-del-covid-19/,November
407,www.unhcr.org,/en-au/news/briefing/2020/5/5eccbfec4/urban-refugees-struggling-survive-economic-impact-covid-19-worsens-east.html,July
408,europe.mercycorps.org,/en-gb/research-resources/economic-impact-covid-19-somali-region,July
409,www.unhcr.org,/en-my/news/briefing/2020/5/5eccbfec4/urban-refugees-struggling-survive-economic-impact-covid-19-worsens-east.html,July
410,www.unhcr.org,/en-us/news/briefing/2020/5/5eccbfec4/urban-refugees-struggling-survive-economic-impact-covid-19-worsens-east.html,July
411,myanmar.un.org,/en/101142-un-myanmar-monthly-digest-no-5-november-2020-socio-economic-impact-covid-19-myanmar,November
412,www.amchamchile.cl,/en/2020/03/deloitte-publica-reporte-con-medidas-economicas-ante-el-impacto-del-covid-19/,September
413,www.mbs.news,/en/2020/09/covid-19-economic-crisis-racism-us-presidential-election-like-no-other.html,October
414,rwanda.un.org,/en/45440-increasing-resilience-vulnerable-women-socio-economic-impact-covid19-crisis-rwanda,November
415,moldova.un.org,/en/89448-social-and-economic-impact-assessment-covid-19-republic-moldova-human-rights-based-approach,November
416,myanmar.un.org,/en/96888-un-myanmar-monthly-digest-no-4-october-2020-socio-economic-impact-covid-19-myanmar,November
417,smeru.or.id,/en/content/assessment-socioeconomic-impact-covid-19-household-indonesia,November
418,smeru.or.id,/en/content/labor-force-situations-economic-sectors-impacted-covid-19-pandemic,July
419,www.business-humanrights.org,/en/csos-call-on-govts-brands-suppliers-to-urgently-mitigate-health-economic-impacts-on-60-million-garment-workers-bearing-brunt-of-covid-19-crisis,October
420,www.canada.ca,/en/department-finance/economic-response-plan/covid19,March
421,www.canada.ca,/en/department-finance/economic-response-plan/covid19-,March
422,www.canada.ca,/en/department-finance/economic-response-plan/covid19-.html,March
423,www.canada.ca,/en/department-finance/economic-response-plan/covid19-individuals.html,March
424,www.canada.ca,/en/department-finance/economic-response-plan/covid19.html,March
425,www.canada.ca,/en/department-finance/news/2020/03/additional-support-for-canadian-businesses-from-the-economic-impact-of-covid-19.html,November
426,www.canada.ca,/en/department-finance/news/2020/03/canadas-covid-19-economic-,March
427,www.canada.ca,/en/department-finance/news/2020/03/canadas-covid-19-economic-.html,March
428,www.canada.ca,/en/department-finance/news/2020/03/canadas-covid-19-economic-response-,March
429,www.canada.ca,/en/department-finance/news/2020/03/canadas-covid-19-economic-response-.html,March
430,www.canada.ca,/en/department-finance/news/2020/03/canadas-covid-19-economic-response-plan-support-for-canadia,March
431,www.canada.ca,/en/department-finance/news/2020/03/canadas-covid-19-economic-response-plan-support-for-canadia.html,March
432,www.canada.ca,/en/department-finance/news/2020/03/canadas-covid-19-economic-response-plan-support-for-canadians-and-businesses.html,March
433,www.canada.ca,/en/economic-development-southern-ontario/news/2020/11/government-of-canada-investments-in-digital-main-street-support-businesses-and-students-to-weather-the-impacts-of-covid-19-and-prepare-for-future-g.html,November
434,cms.law,/en/esp/publication/covid-19-guide-analysing-royal-decree-law-8-2020-on-urgent-and-extraordinary-measures-to-address-the-economic-and-social-impact-of-covid-19,August
435,iium.edu.my,/en/events/show/the-socio-economic-impacts-of-covid-19-in-malaysia,September
436,acs-aec.ca,/en/events/the-economic-and-social-impacts-of-covid-19-on-newcomers-to-canada/,May
437,www.wolterskluwer.com,/en/expert-insights/the-economic-impact-of-covid19-on-physicians,October
438,www.iti.gov.nt.ca,/en/files/economic-impact-covid-19-tourism-and-business-northwest-territories-survey-results,September
439,www.therapoid.net,/en/forums/forum/economic-impact-of-covid19-264/topic/how-did-the-covid19-pandemic-impact-us-economic-a-timeline-of-impactful-events-208/None,October
440,www.gtlaw.com,/en/general/covid19/covid-economic-stimulus-information,October
441,www.nixonpeabody.com,/en/ideas/events/2020/08/18/economic-impact-of-covid19-for-global-investors,November
442,cabar.asia,/en/is-tajikistan-ready-for-the-economic-and-social-impact-of-the-covid-19-pandemic/,May
443,www.business-humanrights.org,/en/latest-news/csos-call-on-govts-brands-suppliers-to-urgently-mitigate-health-economic-impacts-on-60-million-garment-workers-bearing-brunt-of-covid-19-crisis/,October
444,kastori.net,/en/listing/rfp-socio-economic-impact-assessments-of-covid/,September
445,www.arnnewscentre.ae,/en/news/business/uae-committee-set-up-to-address-economic-impact-of-covid-19/,May
446,grup8.com,/en/news/medidas-economicas-y-fiscales-covid-19-19-de-marzo,March
447,grup8.com,/en/news/medidas-laborales-y-economicas-por-el-covid-19,March
448,www.worldbank.org,/en/news/press-release/2020/06/17/world-bank-provides-additional-support-to-help-ethiopia-mitigate-the-economic-impacts-of-covid-19%3Cbr%20/%3E,October
449,www.prenotaunposto.it,/en/p/umbrialibri20/ilcovid-19traemergenzasanitariaedemergenzaeconomicariflessionedalmondodellescienzesocialiacuradilucaferrucci,October
450,www.prenotaunposto.it,/en/p/umbrialibri20/ilcovid-19traemergenzasanitariaedemergenzaeconomicariflessionedalmondodellescienzesocialiacuradilucaferrucci/,October
451,newsbook.com.mt,/en/parliamentary-committee-launches-debate-on-economic-impact-of-covid-19/,October
452,www.cimb.com.my,/en/personal/life-goals/covid-19/how-to-prepare-for-a-potential-economic-downturn.html,October
453,opendevelopmentcambodia.net,/en/profiles/socio-economic-impact-of-covid-19-on-cambodia/,October
454,www.idrc.ca,/en/project/addressing-socioeconomic-impacts-covid-19-gender-lens-food-systems-labour-markets-and-social,October
455,www.idrc.ca,/en/project/mitigating-socio-economic-impacts-covid-19-and-promoting-post-pandemic-resilience-uganda,October
456,www.idrc.ca,/en/project/socio-economic-impact-covid-19-african-economies-social-cohesion-and-governance-evidence,October
457,pureportal.strath.ac.uk,/en/publications/economic-impact-of-covid-19-on-community-pharmacy,October
458,gcc.unfpa.org,/en/publications/socio-economic-impact-covid-19-outbreak-omani-women,July
459,research.brighton.ac.uk,/en/publications/the-economic-impact-of-the-coronavirus-2019-covid2019-implication,October
460,www.cfib-fcei.ca,/en/research-economic-analysis/covid-19-impact-survey-independent-business,March
461,www.fdu-rwanda.com,/en/rwanda-aid-donors-should-ensure-money-to-mitigate-health-and-economic-impact-of-covid_19-is-not-bankrolling-rwandan-military-expeditions-in-the-drc/,May
462,www.un.org,/en/un-coronavirus-communications-team/launch-report-socio-economic-impacts-covid-19,November
463,www.un.org,/en/un-coronavirus-communications-team/launch-report-socio-economic-impacts-covid-19%5D,September
464,knowledge.uli.org,/en/videos-and-webinars/webinars/2020/uli-new-york-assessing-the-economic-impact-of-covid19-with-mark-zandi,September
465,knowledge.uli.org,/en/webinars/2020/uli-new-york-assessing-the-economic-impact-of-covid19-with-mark-zandi,November
466,www.researchaffiliates.com,/en_us/publications/video/791-the-economic-impact-of-covid-19-part-i.html,March
467,www.researchaffiliates.com,/en_us/publications/video/792-the-economic-impact-of-covid-19-part-ii.html,March
468,dwfgroup.com,/end-insights/insights/2020/8/international-trade-logistics-and-the-economic-impact-of-covid19,September
469,www.coorstek.com,/english/covid/economic-impact-payments/,May
470,bandhige.com,/english/somali-communities-face-dropping-remittances-and-wider-economic-impact-amid-covid-19-crisis,May
471,eluniversitario.ues.edu.sv,/entrevista-con-el-dr-raul-moreno-docente-investigador-de-la-facultad-de-ciencias-economicas-de-la-ues-sobre-el-impacto-del-covid-19-en-la-economia-salvadorena/2013/,September
